Area Codes,Area Names,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E01007851,Sheffield 013B,"1,378",19,15,21,21,19,16,24,23,34,17,29,23,24,18,23,24,28,21,32,21,27,16,22,23,21,22,20,29,18,24,13,18,17,19,21,19,13,8,11,15,16,23,17,19,17,11,12,15,16,12,21,24,25,16,18,15,14,16,13,12,16,11,18,8,11,13,8,15,9,14,10,9,7,6,4,4,7,5,4,3,3,1,5,3,3,1,1,8,0,4,7
E01007947,Sheffield 013C,"1,687",22,18,17,16,19,23,20,24,17,28,24,24,25,19,24,17,16,18,15,22,15,21,14,17,19,16,17,23,7,10,20,16,13,26,11,18,15,18,14,14,14,19,23,16,14,23,32,31,38,29,29,31,33,17,34,26,27,24,25,33,25,16,21,23,21,16,24,18,18,26,17,15,10,11,6,18,13,8,12,12,12,15,11,10,15,7,8,8,3,5,13
E01007948,Sheffield 013D,"1,804",30,28,39,32,29,32,35,26,35,41,41,44,34,39,38,31,37,33,27,22,34,23,29,15,23,15,24,21,11,22,19,26,29,23,14,18,23,26,18,29,23,20,24,22,18,30,12,16,20,25,21,20,28,21,17,14,17,24,16,14,8,14,22,12,13,8,9,10,10,12,14,11,4,11,11,10,8,11,11,12,8,12,7,7,10,4,5,3,2,2,6
E01008062,Sheffield 013E,"1,726",28,27,24,21,40,37,28,37,32,32,39,30,31,32,27,31,20,30,28,23,28,23,19,19,24,25,32,18,28,29,18,13,14,14,14,20,19,20,26,21,12,9,19,16,17,32,25,26,17,28,19,21,17,13,20,27,18,19,16,14,21,15,12,11,17,21,13,19,16,9,11,11,7,10,8,8,9,11,5,7,6,8,3,6,2,12,6,7,3,2,24
E01007847,Sheffield 014A,"1,289",18,12,22,15,15,14,16,9,12,18,11,10,14,9,8,9,6,5,16,5,19,13,13,13,15,25,20,29,21,24,16,14,14,16,15,12,13,11,18,13,21,14,16,18,12,16,15,20,28,27,22,17,21,15,23,20,15,18,13,17,11,8,18,18,14,8,15,7,11,12,15,18,12,16,11,13,18,9,19,11,10,6,7,8,5,7,10,10,3,4,9
E01007850,Sheffield 014B,"1,508",22,16,11,15,16,12,18,20,18,17,12,13,12,20,19,12,17,14,19,18,18,16,27,16,29,25,17,20,19,20,20,18,19,20,17,12,16,15,7,12,9,11,13,17,15,22,31,23,22,29,27,25,30,16,23,18,23,19,20,19,17,21,19,15,12,23,8,14,23,17,23,22,17,19,24,22,10,17,15,17,9,13,8,5,5,2,3,3,3,1,5
E01007852,Sheffield 014C,"1,481",14,18,17,15,22,15,12,17,17,6,11,19,15,19,12,11,12,13,12,13,25,16,18,21,16,32,23,21,34,24,18,21,26,31,19,25,23,18,29,23,22,20,16,18,14,16,21,23,20,22,23,24,34,31,21,27,25,17,19,18,15,21,11,19,25,7,11,16,8,17,21,11,13,5,9,9,12,19,13,3,8,5,6,1,5,1,1,3,0,0,2
E01007853,Sheffield 014D,"1,778",25,28,25,19,19,19,11,19,17,16,15,6,24,11,12,17,17,15,17,15,21,16,23,23,34,46,34,38,40,29,27,25,25,17,21,22,29,21,22,25,24,11,27,19,21,36,19,23,32,20,33,31,23,21,21,23,16,28,24,11,19,16,17,15,12,15,17,11,13,16,15,17,28,32,20,11,14,11,14,17,7,12,4,12,11,10,11,5,7,5,16
E01007854,Sheffield 014E,"1,749",40,18,28,34,48,30,28,29,39,34,34,32,25,33,23,26,23,16,30,21,19,21,15,21,26,35,37,41,24,38,28,22,21,27,25,18,20,21,19,19,36,31,35,24,29,20,25,21,19,31,23,25,20,23,23,17,15,16,20,8,10,14,14,9,15,13,11,12,12,6,8,12,8,9,4,5,8,2,6,2,3,1,3,1,0,0,0,2,3,1,6
E01007855,Sheffield 014F,"2,130",50,45,47,37,45,43,53,44,48,46,37,43,26,28,15,23,18,26,22,21,23,18,29,36,40,39,40,39,32,46,32,45,30,35,32,32,41,41,27,30,22,25,33,22,17,29,23,29,27,22,25,22,23,30,16,18,15,22,24,15,14,15,21,13,19,18,15,14,13,13,7,14,11,12,5,8,6,8,7,3,10,6,4,3,2,0,0,1,1,0,4
E01007941,Sheffield 015A,"1,569",15,14,10,24,17,18,17,18,26,19,35,26,22,27,17,31,13,20,12,21,14,14,10,16,9,15,19,16,20,16,21,15,23,13,19,21,19,26,20,18,12,6,13,15,17,23,20,22,23,22,32,23,24,25,31,24,19,16,19,19,22,15,18,14,17,15,15,20,17,14,23,17,9,19,17,10,16,13,10,17,6,7,12,9,9,7,13,8,7,4,18
E01007945,Sheffield 015B,"1,799",36,28,37,14,24,27,27,35,20,30,21,31,25,28,21,14,17,16,17,29,24,31,21,22,11,39,30,32,29,22,36,19,21,26,18,15,20,22,11,12,23,19,16,28,25,21,37,25,25,23,20,25,31,22,21,26,28,26,28,21,22,20,11,21,17,12,19,17,26,12,22,12,9,16,8,10,7,8,14,8,7,5,10,5,2,6,5,2,3,2,13
E01007946,Sheffield 015C,"1,591",24,27,26,27,23,48,37,35,35,31,23,23,28,17,21,19,21,22,14,19,18,25,13,14,24,41,34,32,23,27,35,18,24,28,32,19,25,19,22,19,17,15,20,15,20,19,17,18,29,16,16,18,14,11,21,28,17,13,28,16,23,11,10,13,13,9,9,7,10,12,8,10,7,4,16,4,5,6,5,6,2,1,2,2,1,1,3,2,0,1,8
E01007950,Sheffield 015D,"1,601",28,28,37,35,32,32,20,22,25,23,37,30,24,26,31,30,17,20,20,20,15,17,18,16,22,26,17,24,22,17,20,28,31,19,28,22,22,22,19,19,16,18,10,20,16,20,17,15,19,26,18,19,23,14,21,18,23,16,17,14,21,10,14,16,7,12,7,13,6,17,14,11,9,11,7,11,11,15,17,9,7,5,6,10,4,2,3,1,1,1,2
E01008123,Sheffield 015E,"1,343",26,23,29,29,25,24,31,19,26,25,16,17,22,18,11,12,18,11,14,14,22,15,18,16,25,25,20,19,21,21,14,17,15,13,13,18,30,24,14,11,12,8,9,11,17,14,9,15,15,20,18,20,15,13,15,20,16,13,19,13,22,19,16,14,9,10,11,7,12,7,10,8,8,7,5,7,7,8,7,8,4,8,3,4,3,4,4,3,5,4,26
E01007987,Sheffield 016A,"1,495",19,26,13,16,32,14,20,20,24,25,16,27,13,18,24,11,15,8,9,10,10,13,17,18,27,28,12,28,14,25,19,22,23,19,14,17,23,9,22,21,24,26,18,21,20,30,39,23,25,25,16,22,30,22,19,31,38,19,20,13,20,14,16,11,15,12,10,6,14,13,19,7,10,12,8,7,9,10,7,3,1,7,6,3,2,7,6,4,4,5,5
E01007988,Sheffield 016B,"1,491",12,11,16,14,14,17,17,20,14,22,15,28,17,13,11,13,12,14,19,13,12,10,10,16,9,18,10,10,19,8,13,11,20,16,11,21,21,15,21,21,16,17,25,20,19,23,34,26,26,33,30,19,24,22,26,28,18,16,24,20,21,20,14,21,27,16,19,16,15,27,28,14,16,13,16,12,9,20,16,11,4,8,11,7,8,8,3,1,9,3,8
E01007989,Sheffield 016C,"1,430",16,19,21,17,12,19,10,18,19,11,12,19,14,14,15,11,16,13,11,12,14,11,11,16,12,8,23,28,27,33,18,19,17,20,25,27,24,26,25,21,16,14,17,26,29,25,24,24,27,19,19,26,18,21,17,21,22,22,17,13,20,15,16,18,9,11,22,16,25,15,14,12,10,7,9,10,8,8,3,7,11,5,5,9,4,6,6,1,2,2,3
E01007991,Sheffield 016D,"1,543",9,6,18,12,11,17,19,19,22,28,24,21,21,27,16,17,29,29,17,25,17,14,13,18,23,19,14,19,20,19,16,19,15,17,22,11,20,17,11,19,20,14,12,21,20,18,29,20,22,21,21,18,20,22,28,18,25,22,21,21,22,17,19,13,22,9,14,6,22,12,26,20,19,15,23,14,14,16,19,16,7,7,9,8,4,6,5,2,2,3,9
E01007995,Sheffield 017A,"1,467",21,31,18,18,16,15,9,18,10,10,11,16,12,8,9,9,10,9,5,10,12,19,22,15,32,48,36,41,45,47,35,35,34,29,35,29,30,27,34,29,18,16,17,17,18,18,15,20,21,22,13,17,13,16,13,23,21,20,15,11,17,23,15,19,12,11,13,12,12,10,9,5,6,8,7,7,3,5,2,4,4,1,3,3,2,5,0,0,0,2,4
E01008089,Sheffield 017B,"1,695",27,29,16,20,23,29,14,30,30,25,22,30,21,30,30,15,22,30,19,23,18,29,23,22,31,40,28,33,28,24,24,22,20,23,23,22,19,28,17,23,27,17,21,23,13,18,22,21,25,34,23,24,14,22,17,18,15,18,15,11,18,17,11,15,15,4,13,10,13,21,20,11,14,11,5,6,6,3,12,9,11,13,14,10,12,3,6,3,1,0,8
E01008091,Sheffield 017C,"1,477",22,25,21,24,19,20,11,13,8,18,7,12,9,15,5,14,7,17,5,12,12,26,22,26,31,40,35,34,39,40,29,21,32,28,17,28,27,16,27,13,23,18,17,14,24,24,20,25,24,23,30,13,18,23,11,26,17,19,32,28,16,17,9,15,22,14,10,8,10,7,9,8,9,9,5,3,3,5,9,1,5,10,7,2,0,0,3,3,0,1,1
E01008093,Sheffield 017D,"1,535",21,18,14,11,6,7,5,12,6,12,15,14,8,10,11,12,10,11,10,5,14,25,18,28,22,41,39,40,25,42,37,40,34,28,25,17,22,28,17,14,25,24,18,20,19,17,17,20,14,26,23,20,18,30,21,25,20,26,28,18,15,18,10,24,19,14,15,12,12,20,14,7,13,14,15,12,9,12,9,13,6,11,4,6,7,4,5,3,2,4,3
E01007903,Sheffield 018A,"1,705",25,17,28,18,33,29,23,30,28,22,33,25,37,30,21,19,23,30,28,24,16,19,26,26,25,28,27,18,28,24,17,18,28,16,15,24,25,26,26,24,26,25,21,28,20,28,32,21,24,24,26,25,17,21,15,14,12,14,14,17,16,16,9,14,14,9,12,11,5,10,12,10,8,14,12,17,9,9,14,19,7,7,3,8,3,3,6,5,4,2,14
E01007904,Sheffield 018B,"1,858",37,38,30,36,35,34,34,35,36,43,28,42,28,28,29,23,27,24,22,19,28,22,28,22,23,26,28,29,15,23,29,36,25,24,27,32,25,21,28,24,22,22,23,23,23,21,20,29,20,14,12,22,11,16,11,18,12,11,9,15,17,15,16,10,16,18,18,12,22,14,18,17,9,10,12,18,12,13,11,14,8,12,8,6,3,4,10,4,1,5,8
E01007913,Sheffield 018C,"1,662",28,37,33,32,45,43,32,45,45,30,32,29,28,22,20,24,27,30,26,27,18,23,15,19,25,27,34,29,27,30,36,29,27,36,36,15,24,33,25,24,26,33,25,30,21,17,11,19,12,9,12,14,11,10,10,10,6,2,12,11,11,7,15,13,8,12,14,7,7,8,5,1,2,4,5,6,3,10,4,5,6,6,7,5,7,4,1,2,1,0,8
E01007914,Sheffield 018D,"1,650",32,22,19,21,29,27,25,27,24,27,46,46,40,48,35,30,28,29,20,23,23,26,23,18,25,36,31,20,26,29,22,29,27,32,21,31,32,32,25,23,30,30,26,21,27,13,22,15,20,21,13,9,15,14,13,11,13,6,9,10,6,8,13,8,13,7,9,8,3,6,5,9,8,5,5,7,4,8,2,6,4,2,8,5,3,3,5,4,2,0,7
E01007870,Sheffield 019A,"1,946",23,34,25,34,28,27,23,29,26,29,22,24,20,18,23,21,34,28,31,35,23,27,26,30,37,40,49,29,20,27,27,29,29,34,16,25,26,19,17,27,32,22,24,22,26,27,26,28,25,30,32,28,22,14,26,32,23,19,23,16,7,17,20,13,28,14,16,14,16,15,12,16,4,18,11,8,13,5,13,6,12,9,16,10,6,4,5,3,8,2,17
E01007871,Sheffield 019B,"1,931",34,26,21,23,24,32,24,36,22,36,22,21,23,15,19,24,21,24,23,24,26,23,19,20,30,31,33,22,26,33,34,29,35,37,23,20,18,35,23,19,21,29,26,24,23,25,22,32,36,38,25,23,21,28,20,33,21,35,25,14,21,17,17,12,9,7,12,13,13,16,18,8,14,16,17,16,9,19,16,13,14,14,9,14,10,6,8,6,7,2,7
E01007943,Sheffield 019C,"1,751",31,35,37,34,35,34,28,37,41,21,38,29,27,24,21,28,14,11,14,24,21,14,17,19,26,24,37,23,16,21,26,20,18,27,18,15,20,30,24,16,19,16,14,21,18,22,31,23,24,25,23,23,15,25,25,21,13,15,22,10,11,15,14,15,13,15,10,14,8,21,9,10,15,7,17,12,12,7,18,15,10,5,10,7,8,6,13,4,2,6,22
E01008094,Sheffield 019D,"1,342",18,19,26,24,28,29,26,24,26,19,13,16,12,14,12,15,21,22,13,13,9,8,14,11,11,26,30,39,31,29,22,12,10,17,13,16,16,13,12,17,10,15,13,22,17,11,14,20,18,15,17,16,19,17,18,12,9,13,17,8,18,10,12,15,11,12,16,5,9,22,14,7,7,8,8,16,10,10,7,16,7,8,8,4,5,6,5,6,4,3,6
E01007869,Sheffield 020A,"1,805",25,35,27,31,32,27,37,29,44,35,26,41,34,36,29,31,28,31,23,29,23,27,26,31,35,29,28,34,30,24,19,24,31,20,31,29,25,33,20,30,20,17,19,23,20,26,27,16,18,19,25,20,20,14,17,25,18,12,17,14,8,20,21,12,10,17,14,17,8,3,10,6,7,1,4,6,5,4,1,8,6,8,5,8,7,7,3,4,3,2,4
E01007872,Sheffield 020B,"1,739",25,32,19,26,25,22,28,31,31,30,32,25,31,28,27,27,28,23,21,19,18,21,14,13,25,21,18,26,25,27,25,27,29,21,21,18,26,24,17,22,36,32,30,22,21,20,24,29,25,21,20,24,17,18,13,20,13,15,11,18,12,18,12,16,19,17,14,21,14,16,8,13,11,10,4,13,8,12,11,11,3,5,9,6,10,8,7,9,10,2,13
E01007873,Sheffield 020C,"2,052",42,37,35,39,39,34,47,46,43,53,39,39,29,23,33,27,28,33,23,17,20,30,32,20,31,39,27,40,38,39,37,35,30,30,29,20,22,35,26,25,32,23,29,16,26,26,19,23,24,22,22,21,17,14,15,24,20,16,10,12,15,13,13,14,14,10,13,9,8,10,10,13,6,5,9,14,10,14,13,6,7,16,17,9,11,4,3,4,3,5,32
E01007942,Sheffield 020D,"2,194",33,32,32,37,43,48,50,37,49,36,52,63,56,48,66,36,39,38,33,38,45,20,28,48,28,51,35,39,38,52,32,27,28,30,33,33,31,27,31,31,23,28,27,19,26,28,23,27,20,32,22,25,22,12,22,20,18,16,14,10,9,9,9,9,7,10,11,4,7,11,5,9,13,3,5,7,4,7,3,4,8,8,5,3,5,5,3,5,0,1,18
E01007949,Sheffield 020E,"1,891",38,34,41,42,43,47,42,53,42,46,29,50,41,39,33,32,25,34,41,28,29,23,17,25,24,41,33,39,25,25,18,23,27,29,20,18,30,30,28,25,37,27,19,23,26,22,23,22,17,17,21,13,15,15,12,16,17,14,11,14,10,12,12,12,9,7,6,8,6,9,5,7,5,6,5,3,4,2,5,6,4,7,6,4,4,4,5,3,4,6,15
E01007990,Sheffield 021A,"1,411",12,13,12,11,15,21,9,16,16,14,21,17,16,14,13,12,7,16,8,8,10,12,11,10,12,17,18,14,13,22,12,22,11,15,16,13,17,12,16,16,12,16,19,16,20,24,21,20,31,22,18,22,16,25,21,21,21,27,18,20,20,15,20,18,17,20,13,18,11,19,18,20,16,16,8,27,10,17,16,23,16,12,11,10,13,6,6,5,7,6,7
E01007992,Sheffield 021B,"1,648",16,18,15,17,17,14,16,14,10,21,23,20,20,9,25,17,11,20,14,13,24,15,18,21,25,28,37,33,26,36,26,31,32,29,24,26,20,20,32,23,23,20,15,19,18,30,33,31,24,32,26,34,25,19,23,22,22,23,10,16,21,13,10,22,15,14,12,11,13,16,14,13,19,9,15,12,11,8,7,9,5,11,4,8,4,2,7,1,0,1,20
E01007993,Sheffield 021C,"1,706",16,15,23,21,25,28,21,16,28,21,21,24,28,24,22,20,25,26,19,15,21,18,14,13,12,21,30,19,19,22,37,24,24,28,22,18,21,30,22,18,19,15,21,16,24,30,26,14,24,36,34,27,21,32,25,32,35,25,14,30,9,14,14,13,11,11,9,13,15,12,21,14,13,12,8,15,10,8,9,11,9,9,12,10,8,7,6,6,4,4,18
E01007994,Sheffield 021D,"1,386",24,9,25,14,22,16,13,11,11,12,18,13,19,13,16,15,11,10,15,16,7,10,9,8,17,43,32,33,22,32,22,18,23,21,23,24,19,20,25,22,23,25,25,26,21,24,14,21,24,15,17,23,19,12,17,18,18,22,15,17,14,12,13,12,9,16,11,11,14,16,19,8,10,13,9,10,8,5,5,6,9,4,6,4,2,4,1,1,1,1,3
E01007996,Sheffield 021E,"1,677",16,26,21,22,21,20,26,22,28,28,23,24,14,16,13,17,11,16,19,7,19,15,16,19,27,37,26,19,21,34,20,34,17,22,26,23,18,29,16,25,26,27,23,27,24,18,25,29,24,28,19,22,28,24,14,26,18,18,16,13,17,11,12,20,13,11,11,15,10,7,14,15,21,12,10,8,4,18,11,7,11,10,12,10,15,7,6,6,7,7,37
E01007874,Sheffield 022A,"2,171",43,34,29,41,47,51,50,49,46,53,54,42,53,43,33,39,37,44,35,32,29,23,16,21,24,41,33,32,39,36,18,24,29,22,25,31,31,54,31,34,22,29,27,18,27,18,32,18,19,16,17,23,27,15,19,25,20,23,14,22,17,17,15,12,12,11,15,18,13,13,12,10,8,6,2,9,10,7,4,6,10,6,6,3,10,4,5,6,2,4,19
E01007875,Sheffield 022B,"2,037",40,48,47,50,44,51,40,52,48,46,37,37,46,32,34,47,21,40,29,35,35,33,25,40,32,27,27,36,33,31,44,31,38,29,31,29,16,26,30,16,28,24,26,27,16,27,25,31,25,26,18,16,11,9,14,12,13,14,9,18,5,9,16,10,8,15,9,10,6,6,6,4,4,9,2,7,3,7,9,5,7,9,3,5,4,11,6,10,4,1,5
E01007877,Sheffield 022D,"1,465",25,22,37,32,34,29,23,36,37,33,36,31,39,26,37,22,32,21,24,24,24,12,12,15,13,11,17,19,20,17,30,25,28,36,21,19,23,26,19,21,26,24,17,19,12,17,20,11,12,9,12,12,11,11,8,8,12,11,10,11,5,4,8,12,8,8,4,6,10,10,7,6,5,6,4,5,3,4,7,4,7,5,7,5,2,5,2,3,2,2,18
E01007940,Sheffield 022E,"2,118",38,42,46,49,46,53,46,61,47,47,50,59,39,47,36,33,23,39,38,38,30,18,21,17,29,38,38,42,26,39,38,27,31,26,19,32,23,35,27,30,13,28,16,23,16,30,29,27,18,27,29,27,32,22,21,32,14,16,10,15,14,14,12,14,10,11,4,8,4,9,12,6,9,5,7,6,6,1,4,8,2,2,0,7,3,6,1,8,8,5,4
E01007944,Sheffield 022F,"2,464",61,55,58,61,67,70,55,69,56,57,70,73,55,65,63,39,29,34,38,21,45,43,30,36,31,63,62,43,41,52,35,41,29,35,35,23,23,36,31,31,25,33,35,27,31,23,17,21,22,18,26,19,14,14,18,13,11,14,11,12,11,16,16,9,11,7,10,3,7,1,7,9,3,5,6,4,2,5,3,6,2,6,4,2,2,6,13,6,5,3,9
E01033269,Sheffield 022G,"2,109",45,59,52,47,54,57,43,60,51,54,49,29,33,36,32,29,22,26,20,19,34,28,20,20,22,42,41,47,57,36,27,42,35,39,33,37,36,35,36,36,30,32,33,25,28,19,27,16,26,24,15,20,16,20,29,12,16,15,8,9,16,8,6,5,8,11,5,5,3,4,8,7,3,7,8,5,3,10,5,3,4,3,5,3,2,6,3,1,2,2,8
E01033270,Sheffield 022H,"1,954",33,19,26,16,22,18,17,22,17,15,14,10,25,7,6,11,13,10,12,12,18,25,54,78,104,123,107,95,81,92,58,71,56,47,56,45,43,47,41,35,21,15,25,18,13,15,14,15,15,11,20,19,17,13,12,3,7,13,3,8,5,4,6,4,2,1,1,4,1,1,1,5,1,3,2,2,2,4,3,1,4,5,0,0,1,2,3,2,0,1,5
E01008129,Sheffield 023A,"1,486",11,13,22,13,12,14,7,20,21,11,18,13,18,21,17,8,19,18,21,8,16,7,7,14,15,17,8,17,10,15,16,7,11,17,22,14,19,12,15,14,12,11,17,16,15,30,26,24,31,30,18,31,21,25,30,26,31,27,24,22,25,14,23,13,16,21,17,15,20,16,25,21,20,23,19,16,6,13,13,10,8,6,12,11,8,6,3,5,4,3,29
E01008130,Sheffield 023B,"1,526",9,13,12,7,15,23,15,18,11,19,17,20,16,9,22,18,19,15,16,10,18,9,11,15,9,15,13,14,13,13,10,13,13,16,11,15,11,11,22,13,15,9,17,25,22,14,21,28,23,34,15,26,22,27,19,21,22,16,15,20,19,18,17,15,22,17,20,14,30,29,29,27,17,34,21,16,30,19,15,16,11,17,15,11,9,15,11,8,11,2,11
E01008131,Sheffield 023C,"1,597",10,16,16,18,16,19,15,15,14,14,14,21,20,16,13,20,12,23,20,19,13,14,17,20,21,13,15,13,10,18,11,11,17,19,14,17,15,15,14,10,16,21,23,22,23,28,37,30,36,27,29,22,21,25,24,18,24,25,25,27,26,17,17,23,24,18,19,26,19,29,21,13,17,21,14,16,8,13,9,13,13,10,7,15,15,5,9,5,6,2,16
E01008132,Sheffield 023D,"1,326",7,6,6,6,11,13,15,17,15,22,15,9,14,21,13,13,12,18,18,10,9,9,8,11,8,9,13,10,5,5,6,12,9,15,8,15,15,12,10,14,11,9,18,19,17,17,29,25,15,28,26,19,20,10,25,21,30,25,35,32,36,23,24,30,19,19,24,18,20,21,27,8,24,13,9,7,3,9,13,13,7,7,7,8,8,7,2,5,7,3,10
E01008133,Sheffield 023E,"1,542",12,9,9,7,12,11,13,10,10,14,12,7,8,16,18,15,21,18,14,9,10,10,12,11,6,14,11,15,10,9,6,13,11,12,5,10,13,14,8,10,14,16,12,19,14,23,32,27,22,23,26,18,20,21,32,19,23,18,20,30,19,15,23,19,18,11,12,30,18,22,41,21,38,28,26,21,24,17,18,27,28,23,23,17,20,18,17,17,8,8,31
E01008151,Sheffield 024A,"1,554",18,15,14,14,20,14,11,11,12,9,12,2,10,7,8,6,8,6,11,10,41,37,46,54,47,54,42,65,53,44,52,33,28,38,28,31,33,45,20,24,19,23,13,24,21,15,12,14,9,17,15,17,21,10,10,15,15,19,15,9,9,9,16,13,16,11,11,19,16,9,10,6,8,11,6,1,5,2,3,5,7,3,3,3,1,2,0,0,1,0,2
E01008153,Sheffield 024B,"1,692",30,16,23,14,14,17,21,15,16,4,13,6,10,8,6,12,7,7,13,9,14,16,15,23,33,51,62,50,59,52,41,47,56,36,38,33,30,32,31,24,15,23,23,19,22,28,22,36,18,26,25,20,22,16,17,18,21,16,10,14,9,15,14,8,11,12,14,10,14,11,17,10,12,12,6,9,5,5,2,5,7,4,6,7,6,7,5,1,6,8,19
E01008154,Sheffield 024C,"1,704",18,21,10,18,18,16,14,21,6,10,10,18,13,9,19,8,10,14,8,10,13,25,15,27,32,42,30,44,37,39,33,31,25,23,41,27,32,29,34,27,21,16,18,18,19,26,20,22,16,21,20,18,24,22,26,25,25,22,14,17,22,14,24,22,20,9,17,17,14,19,10,18,12,19,10,12,9,15,15,17,14,15,9,5,8,8,7,7,7,6,16
E01008155,Sheffield 024D,"1,580",19,20,16,13,13,12,8,5,11,9,8,13,9,7,11,3,8,10,11,16,21,38,36,48,53,41,47,53,52,39,44,38,52,32,45,28,26,32,25,22,19,17,17,9,13,17,17,24,24,21,23,15,15,13,16,16,23,16,17,14,12,14,10,13,12,9,12,13,11,11,12,2,8,17,6,7,9,10,6,7,6,3,6,2,3,4,2,4,1,0,8
E01008156,Sheffield 024E,"1,449",17,16,10,11,11,9,9,9,12,3,11,10,8,9,12,13,8,10,8,10,10,8,11,10,20,22,40,38,26,40,27,20,30,20,33,29,17,15,10,15,15,14,19,16,20,22,19,19,17,22,17,23,24,24,28,28,17,18,22,22,24,15,17,26,20,17,27,19,17,19,19,12,15,15,12,11,10,9,8,14,10,5,10,7,5,3,7,7,5,2,9
E01008160,Sheffield 024F,"1,338",16,23,18,20,16,14,10,16,7,13,10,9,11,11,5,9,15,8,11,9,12,6,7,17,17,23,22,28,27,26,21,24,20,25,30,24,30,27,23,17,14,10,10,12,18,19,11,21,11,17,14,19,20,23,18,13,18,21,14,17,17,16,21,14,13,17,8,14,8,16,22,13,16,11,13,7,8,12,13,15,4,8,7,9,7,7,1,2,8,3,11
E01007997,Sheffield 025A,"1,496",23,16,25,13,11,9,14,17,12,23,21,22,16,17,10,10,19,24,8,10,13,12,11,14,10,22,21,21,11,15,12,16,14,17,14,21,15,25,25,16,15,16,11,13,22,19,24,32,39,24,23,13,17,14,24,21,16,28,23,17,13,25,16,10,13,14,8,9,19,23,10,11,12,19,21,18,20,23,14,28,20,21,12,13,8,9,3,5,7,6,10
E01007998,Sheffield 025B,"1,671",10,18,12,17,15,16,13,15,20,21,12,23,8,14,23,15,22,15,18,23,11,9,12,12,18,22,22,24,11,26,14,15,23,23,23,16,27,22,20,23,14,22,15,21,15,23,24,28,33,27,28,24,17,20,21,18,23,21,21,23,11,21,14,13,10,15,13,23,19,23,22,27,30,31,16,23,17,20,23,22,14,10,18,17,7,16,7,8,4,16,20
E01008152,Sheffield 025C,"1,457",17,17,18,9,13,20,13,19,8,17,11,14,13,18,15,14,20,13,18,11,13,7,11,6,12,14,24,19,15,15,16,15,22,16,21,20,17,20,18,24,18,11,13,16,16,25,25,28,24,27,28,28,23,26,24,27,13,19,22,21,18,18,12,16,22,18,10,10,12,10,14,12,19,13,12,18,19,12,15,11,11,11,19,11,11,5,4,9,6,5,17
E01008158,Sheffield 025D,"1,601",16,16,27,21,24,17,19,17,18,19,25,21,17,18,23,11,19,9,13,15,14,10,13,12,20,18,20,27,22,26,23,22,18,25,17,16,16,27,15,9,16,10,23,26,18,20,20,20,19,20,27,20,24,21,10,26,21,18,16,17,24,15,13,23,20,15,21,19,34,23,22,14,27,25,16,11,17,10,11,16,14,13,8,9,13,9,9,1,3,4,15
E01008065,Sheffield 026A,"2,132",39,43,41,34,27,38,33,29,34,26,28,16,29,22,27,17,18,24,15,19,36,29,33,43,51,47,56,44,41,34,41,29,40,33,34,18,34,36,28,24,32,24,41,30,26,30,25,18,36,35,20,17,22,25,28,32,28,17,13,24,7,12,12,9,13,13,12,9,9,8,14,14,6,12,16,11,18,13,13,12,7,8,8,10,9,7,4,5,6,6,16
E01008068,Sheffield 026B,"3,510",27,28,25,33,24,30,22,45,26,24,23,34,19,17,10,44,29,47,83,229,319,250,255,223,187,143,101,103,83,70,66,54,35,40,37,28,31,22,23,27,17,24,23,18,23,24,26,28,19,16,16,24,27,16,17,9,20,16,19,12,3,13,10,7,6,15,13,12,9,12,11,1,4,2,11,4,2,6,7,5,8,7,4,4,3,1,5,3,1,1,10
E01008072,Sheffield 026C,"1,735",22,24,33,20,28,23,17,38,16,21,31,32,26,27,28,16,21,18,16,14,32,17,20,37,26,50,50,35,27,31,27,26,27,20,31,35,24,19,27,30,18,29,22,18,18,19,20,18,14,22,25,21,14,18,20,9,10,18,13,17,13,11,10,8,17,10,11,11,11,16,15,14,9,12,12,9,5,5,9,11,16,11,12,8,6,7,4,5,5,2,15
E01008157,Sheffield 026D,"1,609",20,14,19,14,17,27,20,15,14,18,13,12,12,14,13,17,16,5,17,6,16,13,14,11,15,26,26,25,25,26,23,24,23,19,20,27,22,29,26,21,16,13,14,12,16,19,20,19,18,17,21,16,25,19,16,15,25,22,24,14,17,18,14,24,19,32,27,34,28,23,26,19,19,30,13,11,11,18,20,15,12,4,11,14,9,10,13,8,9,1,5
E01008161,Sheffield 026E,"1,778",25,18,32,15,14,17,17,17,18,21,14,11,9,10,14,12,13,13,18,13,19,12,20,18,46,39,45,56,43,52,32,24,17,27,26,35,34,42,39,23,30,20,12,21,21,25,34,27,23,25,27,29,29,29,25,20,18,21,20,14,17,22,9,18,14,18,5,14,12,19,18,14,19,14,7,12,12,8,6,19,8,3,9,5,2,6,4,3,4,5,12
