Area Codes,Area Names,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E01007948,Sheffield 013D,"1,002",15,18,23,17,16,17,13,16,18,25,17,25,20,22,20,16,15,16,13,8,19,13,18,9,16,9,17,12,4,12,14,12,15,14,6,8,16,16,12,17,15,12,11,15,11,18,6,10,14,18,7,11,13,7,9,5,11,12,12,10,5,7,11,6,5,3,7,7,2,7,8,5,2,5,8,6,6,8,5,8,6,8,4,6,7,4,3,1,1,2,3
E01008062,Sheffield 013E,909,16,15,15,12,23,14,12,18,13,17,18,13,13,18,13,16,11,12,11,11,16,14,12,10,13,10,16,7,15,12,7,6,4,10,4,8,8,12,13,12,3,4,12,8,9,21,16,15,7,14,17,13,11,6,12,14,12,8,9,7,14,6,6,8,7,11,10,12,9,4,6,5,4,5,5,5,5,8,3,4,5,7,2,4,1,9,6,4,2,2,12
E01007847,Sheffield 014A,636,9,4,10,6,10,8,7,4,4,11,5,4,6,5,5,5,2,4,6,3,10,9,7,5,6,15,8,20,11,15,8,7,8,8,4,5,6,6,9,5,11,11,10,8,6,5,9,6,11,8,9,10,11,5,13,8,7,12,7,7,2,3,11,9,8,5,7,4,7,5,6,7,3,8,8,4,11,6,11,5,2,5,3,5,3,3,5,7,3,0,6
E01007850,Sheffield 014B,779,15,9,6,5,9,7,10,9,13,8,4,6,8,8,10,5,8,8,12,9,9,9,20,5,12,10,7,10,9,10,9,11,10,10,5,7,8,7,2,6,3,7,9,10,9,8,17,14,16,17,11,14,17,6,12,5,14,9,10,11,9,11,8,8,6,14,3,6,9,7,14,14,9,14,12,12,5,10,8,9,2,8,6,4,2,2,0,2,0,0,1
E01007852,Sheffield 014C,715,8,10,11,7,5,9,5,5,8,3,5,6,3,8,4,4,4,6,3,6,13,10,10,11,8,17,10,8,14,9,12,11,18,16,9,8,11,9,9,13,10,11,5,8,7,7,17,11,5,13,7,10,19,16,13,19,17,8,10,9,6,10,3,11,10,3,6,10,5,7,13,3,6,0,2,8,8,8,7,1,5,3,3,0,3,1,1,3,0,0,1
E01007853,Sheffield 014D,916,14,14,12,10,11,5,5,6,6,5,6,4,17,5,10,7,8,7,7,4,16,8,12,10,21,25,18,15,15,15,12,13,14,10,9,13,17,10,10,11,11,4,16,12,6,17,10,8,19,9,20,19,13,9,12,10,8,14,17,5,9,6,7,7,8,7,9,6,6,7,8,13,15,17,13,4,8,4,10,9,6,7,3,7,6,9,9,3,7,5,5
E01007854,Sheffield 014E,979,26,10,11,21,41,15,13,17,20,21,20,19,14,19,11,19,11,9,19,9,10,13,9,12,13,21,29,23,15,25,20,9,12,19,9,13,10,10,14,7,13,16,14,11,14,10,13,10,9,20,15,13,12,13,15,8,9,3,12,5,4,11,6,4,10,5,4,4,6,2,6,7,4,4,3,1,5,1,3,1,2,1,2,1,0,0,0,1,3,1,4
E01007855,Sheffield 014F,"1,071",24,22,26,23,23,15,25,25,21,27,17,21,15,13,7,11,8,12,9,7,11,4,15,18,24,23,23,24,15,32,14,26,13,16,15,15,16,20,12,10,17,12,21,7,7,18,16,16,9,15,10,13,9,14,10,8,7,10,14,7,12,5,15,8,8,7,4,8,8,6,4,5,6,4,1,4,4,3,5,1,8,3,1,1,0,0,0,0,0,0,3
E01007941,Sheffield 015A,793,8,7,6,12,11,7,7,9,9,4,12,9,9,11,10,16,9,8,4,11,7,7,2,7,4,6,12,8,8,6,10,9,13,4,12,13,13,14,11,10,7,1,7,9,9,9,10,15,15,11,16,12,17,10,15,13,4,7,5,14,12,7,7,4,8,7,9,11,8,8,14,7,6,10,9,7,5,4,8,8,5,6,6,7,7,4,11,4,7,2,14
E01007945,Sheffield 015B,939,13,11,18,8,9,12,9,11,15,10,10,18,14,14,9,6,5,6,8,11,12,15,12,15,6,24,13,21,17,13,21,12,12,12,9,9,12,15,7,7,13,11,7,14,11,11,20,9,16,14,14,18,20,10,13,13,15,13,15,13,9,7,7,11,8,7,14,8,14,7,12,7,6,7,3,7,3,0,4,5,4,5,8,5,1,5,3,2,0,2,7
E01007946,Sheffield 015C,836,11,17,12,13,10,25,19,18,16,21,14,10,15,12,7,7,10,15,9,9,8,10,6,6,14,23,16,17,9,14,22,12,13,15,15,8,15,11,15,12,10,4,9,8,10,12,9,9,20,10,7,9,9,4,12,14,10,5,16,7,10,6,4,10,6,3,4,2,5,6,4,5,4,3,11,2,1,3,3,5,1,1,1,1,1,1,2,2,0,1,3
E01007950,Sheffield 015D,862,16,15,19,23,24,10,9,9,8,7,21,18,13,12,15,14,12,15,13,14,7,11,6,11,13,16,7,15,13,9,10,17,23,9,17,13,10,12,9,12,10,15,4,11,12,11,9,7,13,13,10,5,8,5,10,9,11,12,7,8,9,4,8,10,5,5,2,9,2,10,6,4,5,5,4,5,4,10,11,5,3,5,2,6,2,0,1,1,1,0,1
E01008123,Sheffield 015E,699,12,9,9,14,9,6,8,10,12,9,9,7,12,9,6,6,9,5,6,6,14,8,8,8,15,16,11,13,13,12,5,11,9,5,7,13,17,12,8,7,8,4,6,8,11,9,4,9,11,14,9,7,6,5,10,6,7,9,8,5,14,11,11,6,5,5,4,3,8,5,6,6,5,5,1,3,4,4,4,5,2,4,1,1,3,2,4,1,5,3,17
E01007987,Sheffield 016A,745,8,16,8,10,16,7,7,9,14,15,11,14,4,13,10,5,6,2,7,6,5,7,8,9,14,12,6,15,6,12,9,7,14,9,5,7,10,4,10,10,11,11,7,11,11,18,26,13,15,14,7,12,16,6,7,15,17,8,10,5,11,8,9,7,5,6,5,2,9,7,8,3,3,7,4,3,7,7,2,1,0,5,3,1,1,4,2,0,2,2,4
E01007988,Sheffield 016B,797,7,3,6,11,7,7,8,9,8,12,8,19,13,6,5,8,4,7,10,7,7,4,2,9,4,12,3,5,9,4,7,4,10,10,7,10,15,9,13,13,10,10,13,9,11,10,14,14,12,22,13,8,13,10,16,13,13,8,16,9,10,10,10,11,12,10,9,11,8,15,13,8,14,5,3,8,4,10,7,6,4,3,7,3,7,6,1,0,7,2,7
E01007989,Sheffield 016C,768,8,9,7,7,7,11,6,9,11,6,4,12,8,8,11,8,8,8,9,7,6,5,6,11,8,6,12,15,13,19,4,10,7,9,9,16,11,11,17,12,9,10,10,14,13,12,15,11,15,8,10,14,11,9,7,15,9,8,11,6,13,11,9,7,6,6,13,8,13,8,7,7,8,3,6,4,5,4,1,6,6,2,3,7,3,3,4,1,2,1,3
E01007991,Sheffield 016D,840,6,3,11,7,6,8,6,9,8,11,16,11,10,19,11,4,10,12,10,11,9,8,9,10,15,9,6,8,10,12,11,8,7,10,13,3,15,11,7,11,13,7,5,17,16,12,14,16,14,14,13,9,12,11,19,5,13,8,10,10,11,9,11,7,11,7,8,3,14,10,11,9,11,9,13,6,5,7,9,10,3,3,4,7,4,4,3,1,1,3,7
E01007995,Sheffield 017A,742,16,14,5,9,3,7,3,10,5,3,5,11,5,2,3,5,4,4,3,5,7,8,12,8,18,24,16,16,21,20,19,17,18,15,19,13,18,12,16,11,8,10,6,7,10,10,8,11,14,9,4,7,4,12,6,15,11,8,11,7,9,13,7,14,6,6,5,6,8,4,9,5,5,6,4,5,2,3,1,3,2,0,1,2,1,4,0,0,0,0,3
E01008089,Sheffield 017B,887,16,14,6,11,15,14,6,13,14,12,10,13,10,11,15,6,9,17,10,8,7,8,11,12,16,20,15,23,16,17,12,8,11,11,10,14,14,15,8,12,12,11,18,16,8,9,12,14,15,16,13,14,5,13,12,8,6,7,8,3,12,7,5,11,8,3,4,7,5,14,14,6,4,7,1,3,4,2,7,8,7,7,9,3,6,2,4,1,1,0,5
E01008091,Sheffield 017C,748,14,17,16,12,9,14,8,7,3,8,2,5,2,13,1,7,3,5,3,6,4,14,8,10,15,23,20,18,23,24,16,11,16,12,8,16,13,6,13,6,10,11,7,7,12,12,9,10,12,9,16,10,8,11,6,14,13,13,13,15,8,3,2,9,13,5,1,5,4,5,4,5,5,7,4,1,1,3,2,0,3,3,4,0,0,0,1,1,0,0,0
E01008093,Sheffield 017D,767,7,5,8,2,2,4,3,6,4,9,8,7,5,7,7,6,6,6,8,2,8,8,9,12,12,19,22,20,12,16,15,19,18,7,18,13,13,13,9,7,8,10,8,8,10,7,8,7,9,13,12,10,8,17,11,12,7,17,8,10,8,7,5,9,10,5,6,7,7,9,7,6,10,8,9,4,4,7,4,8,2,9,2,5,7,4,5,2,2,4,3
E01007903,Sheffield 018A,819,11,8,16,6,19,15,14,16,20,8,13,4,14,12,11,6,9,18,11,11,7,12,12,14,10,12,15,10,13,12,12,10,16,8,7,13,12,10,13,12,12,13,9,9,7,11,18,10,13,11,13,14,8,11,6,9,8,3,7,10,9,8,3,8,5,4,5,3,5,7,7,4,5,5,5,9,3,5,3,8,5,4,2,5,2,3,3,1,3,0,6
E01007904,Sheffield 018B,965,15,22,17,16,13,19,20,19,18,22,15,20,12,15,14,13,17,9,11,11,21,14,21,19,18,12,15,14,10,12,15,15,13,12,12,13,15,12,19,11,10,6,10,11,8,13,17,18,13,9,5,10,4,8,8,7,8,3,5,9,7,7,7,6,8,10,9,6,7,7,7,8,3,7,6,8,7,4,10,9,4,4,6,4,1,3,1,2,1,2,1
E01007913,Sheffield 018C,833,11,15,13,13,21,21,19,21,21,15,17,11,14,13,11,14,15,15,11,7,8,11,6,10,14,13,16,13,12,14,24,19,20,24,21,7,12,17,8,10,10,18,12,13,7,7,5,12,8,3,3,5,6,6,5,6,1,1,6,9,6,3,9,7,1,6,11,4,6,6,2,1,1,2,1,5,2,6,3,4,5,4,5,2,6,2,0,1,1,0,1
E01007914,Sheffield 018D,829,15,11,9,12,20,16,18,11,14,14,17,16,20,23,12,13,14,13,12,13,11,11,12,7,14,23,16,14,17,16,13,14,16,19,13,14,14,14,8,12,16,14,9,12,14,6,14,6,8,10,8,7,8,4,6,3,3,4,6,5,4,5,4,3,5,4,4,3,3,4,3,8,5,3,2,4,1,2,2,5,1,2,5,3,2,2,2,1,0,0,3
E01007870,Sheffield 019A,902,12,14,11,14,10,12,15,15,9,18,13,11,7,7,12,13,17,18,21,21,11,10,9,12,15,22,17,10,10,14,12,17,15,21,9,7,12,11,6,11,16,10,4,10,15,8,13,13,10,14,15,11,9,5,14,11,9,7,10,8,2,11,8,7,17,8,7,4,8,6,2,8,2,9,7,4,8,3,4,4,6,3,10,4,4,0,2,0,4,0,7
E01007871,Sheffield 019B,921,19,11,10,16,14,11,8,19,12,16,11,9,11,6,10,12,8,16,19,14,8,6,7,8,12,20,16,12,13,17,14,10,17,21,12,3,10,17,13,9,9,12,9,11,13,11,9,15,17,11,12,11,13,15,11,10,6,9,14,5,7,9,8,3,6,5,4,8,7,8,7,5,9,12,7,9,4,10,10,5,7,8,7,8,6,4,4,5,7,2,0
E01007943,Sheffield 019C,949,18,14,15,19,14,15,14,24,22,19,21,13,15,11,11,8,7,4,5,9,12,7,8,13,19,13,23,12,6,15,18,11,10,17,8,11,12,19,10,6,10,10,9,11,9,13,17,11,10,13,13,12,11,15,12,12,4,7,14,6,5,9,4,7,7,4,5,10,4,11,3,7,9,4,12,7,7,4,12,11,3,0,9,5,6,4,9,3,2,6,13
E01008094,Sheffield 019D,678,5,7,9,11,11,16,16,13,11,9,5,8,6,7,3,6,10,10,5,6,3,7,10,6,4,14,17,22,22,19,11,6,5,12,9,9,7,9,7,9,4,9,6,10,6,4,6,13,9,9,11,10,9,8,9,7,4,7,9,3,7,6,7,5,7,9,5,2,5,12,6,3,2,3,3,9,4,4,3,11,3,3,4,2,2,2,3,3,2,1,5
E01007869,Sheffield 020A,915,19,16,11,19,15,15,23,18,20,15,13,19,16,17,12,12,12,11,10,10,11,18,15,16,25,17,16,14,15,13,6,13,13,12,13,16,10,20,12,15,13,8,12,16,12,15,13,10,10,6,9,8,13,9,8,12,8,5,12,8,4,11,8,5,5,10,4,5,3,2,5,3,3,0,2,3,4,3,0,7,4,3,0,5,3,6,2,0,1,2,2
E01007872,Sheffield 020B,837,14,17,12,7,12,11,16,18,17,18,12,9,11,13,12,11,12,10,9,4,6,11,6,5,8,10,11,13,13,13,14,15,14,9,11,9,13,10,6,11,20,16,14,12,9,11,10,14,14,12,8,10,7,8,5,10,5,9,6,8,5,10,6,6,7,14,7,13,8,12,3,10,7,6,2,3,5,7,5,5,2,3,5,4,6,1,2,1,3,2,6
E01007873,Sheffield 020C,"1,012",19,20,14,20,16,18,20,14,28,24,11,15,14,8,11,17,16,24,14,6,12,14,18,14,14,26,10,22,20,21,14,26,15,14,14,11,12,17,12,12,15,9,12,9,16,7,7,9,9,11,9,6,8,10,9,8,10,9,5,6,8,6,5,9,5,6,9,1,2,6,1,6,4,2,3,4,4,11,7,4,4,9,9,5,9,3,3,4,3,4,25
E01007942,Sheffield 020D,"1,081",17,16,19,19,22,26,24,19,24,14,24,33,27,22,30,18,15,16,14,18,24,6,13,27,13,30,17,23,22,34,17,8,13,18,17,17,16,14,18,14,12,14,10,9,17,14,12,15,11,10,14,12,10,1,9,5,10,8,7,6,5,5,4,4,2,5,7,2,4,5,3,3,10,1,2,3,2,2,1,1,3,6,3,1,3,4,2,3,0,0,1
E01007949,Sheffield 020E,930,22,13,17,17,22,19,16,26,16,25,14,24,18,22,15,18,11,16,25,17,17,13,8,12,11,25,21,21,13,14,8,10,13,11,9,9,17,10,17,16,18,11,7,10,15,11,12,11,7,6,11,6,7,7,6,7,9,7,5,5,7,5,6,5,4,6,3,5,3,6,1,2,3,5,1,1,2,2,1,2,2,2,5,2,2,1,2,2,3,3,10
E01007990,Sheffield 021A,719,9,9,5,3,7,5,4,4,8,7,13,8,7,5,5,5,4,9,3,3,6,6,4,4,8,5,6,10,8,10,6,15,6,6,9,8,6,6,8,11,7,7,11,9,11,11,16,11,11,8,7,13,6,13,12,9,10,18,11,10,8,10,11,11,10,8,7,5,5,10,10,14,7,12,2,16,7,11,8,10,11,7,6,5,8,4,3,3,2,3,3
E01007992,Sheffield 021B,825,6,7,8,6,10,9,9,8,6,9,18,14,9,7,13,6,3,6,7,6,6,7,5,7,9,16,10,19,12,14,12,18,14,19,16,13,9,9,19,9,10,11,8,9,9,15,15,16,16,18,11,17,10,14,10,11,13,13,7,8,11,5,7,11,5,5,8,6,4,8,7,6,13,6,11,7,6,5,3,6,2,7,1,6,4,0,5,1,0,1,7
E01007993,Sheffield 021C,880,8,5,12,5,10,19,12,10,12,8,14,8,13,11,10,12,14,20,9,8,8,5,6,5,4,11,14,6,8,12,19,6,10,17,7,15,12,18,9,11,12,6,10,7,9,18,13,7,12,24,13,14,14,17,13,20,21,12,10,16,3,7,9,9,7,6,8,9,7,7,11,5,6,6,3,10,4,4,6,6,5,5,8,5,2,5,5,5,3,1,12
E01007994,Sheffield 021D,733,13,3,12,8,8,5,6,6,8,8,8,8,9,8,7,9,4,4,8,9,2,3,5,4,8,28,21,15,13,20,14,5,12,13,8,13,13,8,12,11,12,17,13,12,11,16,7,13,11,8,11,13,12,9,11,12,13,9,3,8,6,6,4,9,2,9,6,6,11,8,9,3,8,4,3,5,2,3,3,3,6,4,3,4,2,2,0,0,1,0,1
E01007996,Sheffield 021E,844,5,5,14,5,9,12,8,9,15,21,10,7,5,7,7,4,4,7,11,3,11,6,8,8,22,18,8,6,8,20,12,19,11,11,14,11,13,15,8,11,11,11,14,11,8,9,13,17,15,13,8,8,18,13,9,13,9,9,9,1,5,4,5,11,7,3,8,7,4,4,9,8,9,7,6,4,3,11,11,5,6,6,10,7,10,4,2,3,5,6,27
E01007874,Sheffield 022A,"1,136",21,14,14,21,28,25,29,22,21,31,21,13,28,19,9,19,13,21,15,24,17,12,7,12,11,25,18,16,24,27,8,12,17,14,14,17,15,32,15,16,9,18,15,7,17,11,16,10,15,8,10,13,17,10,10,19,12,6,6,14,13,8,10,5,7,5,8,9,8,8,4,6,1,2,2,7,6,2,2,3,8,3,3,2,7,3,2,3,0,1,8
E01007875,Sheffield 022B,935,17,22,16,16,21,13,21,26,17,21,20,21,26,20,19,12,15,15,11,12,19,14,12,20,9,18,11,27,20,15,15,14,15,18,15,16,7,11,19,7,14,13,14,18,10,6,10,8,9,12,6,6,3,3,6,7,7,6,3,11,3,5,6,2,3,9,3,3,2,3,4,2,3,4,2,5,3,2,4,1,4,6,2,2,2,5,2,4,3,0,1
E01007877,Sheffield 022D,727,12,13,22,17,18,14,16,22,18,18,18,16,20,13,17,11,11,9,12,12,10,6,6,5,6,5,11,14,8,11,16,7,16,18,8,7,8,10,6,5,16,17,7,13,7,6,9,8,6,2,4,7,5,4,3,2,5,7,6,6,3,4,6,9,5,3,2,3,7,2,2,4,1,5,3,3,2,3,6,2,1,1,0,1,1,3,1,1,0,0,11
E01007940,Sheffield 022E,"1,091",19,22,22,23,26,26,23,28,22,23,34,31,17,32,20,17,13,16,13,21,16,8,12,8,19,15,19,27,12,20,23,16,16,20,12,14,12,19,18,14,7,16,5,10,9,16,17,17,7,12,13,13,9,7,10,15,7,3,3,8,9,10,8,8,5,5,3,5,3,4,9,3,6,2,4,3,3,1,4,3,1,2,0,4,1,1,1,5,1,3,2
E01007944,Sheffield 022F,"1,152",22,24,19,28,28,33,26,33,30,28,40,31,38,28,23,10,16,16,16,12,16,16,10,13,14,40,30,21,23,26,21,23,17,21,21,12,10,15,17,12,11,17,19,17,16,12,8,6,8,3,15,12,4,7,11,2,5,7,4,4,3,8,7,6,5,3,4,2,6,1,4,5,3,0,2,2,1,2,1,3,0,4,2,1,1,0,3,2,1,0,3
E01033269,Sheffield 022G,"1,022",26,34,22,24,31,28,19,39,30,32,26,14,12,20,21,13,11,8,6,10,20,15,12,11,12,26,25,30,33,13,13,21,13,19,10,15,14,9,16,17,13,16,14,12,14,7,16,6,16,11,6,6,5,9,12,4,10,6,5,4,6,4,2,3,4,3,2,0,1,2,3,3,1,1,1,2,3,5,1,2,3,2,2,1,0,1,1,0,0,0,1
E01033270,Sheffield 022H,822,13,8,6,8,4,14,9,11,11,6,3,9,10,3,2,8,10,7,8,8,12,16,26,41,57,64,52,39,33,40,27,14,23,13,17,13,18,13,10,7,3,4,9,7,5,6,6,6,7,3,7,8,10,3,4,1,2,1,0,2,3,1,1,0,2,1,0,3,0,0,0,2,0,0,0,1,2,3,3,1,2,1,0,0,1,2,2,2,0,1,1
E01008129,Sheffield 023A,755,6,6,12,6,5,9,5,7,6,6,8,5,14,9,10,1,7,9,11,3,5,3,3,8,9,11,3,10,4,8,6,2,2,12,13,7,7,3,8,7,5,5,7,5,7,20,15,13,18,16,12,20,13,11,16,11,16,12,10,10,13,7,10,4,6,15,6,5,12,8,14,12,15,10,10,5,3,6,6,5,3,4,9,6,6,2,1,3,3,3,25
E01008130,Sheffield 023B,788,7,7,5,5,9,14,6,9,6,8,10,8,8,7,10,9,8,5,2,2,9,4,4,6,6,8,9,6,6,3,4,6,7,9,5,9,5,8,11,5,9,6,7,10,11,6,16,12,11,16,4,16,13,14,10,12,13,9,9,9,10,7,9,9,10,8,10,10,17,17,15,14,9,23,9,9,20,8,8,10,6,9,8,5,6,9,8,5,6,1,5
E01008131,Sheffield 023C,835,5,6,7,11,9,10,7,8,9,8,7,12,9,6,11,14,8,9,12,9,6,8,6,7,7,7,9,8,5,11,8,3,14,12,6,8,8,10,6,5,7,12,11,8,16,20,17,14,16,12,17,8,12,13,12,12,12,16,8,11,12,7,12,12,13,8,12,18,11,12,12,7,14,10,7,10,2,4,4,9,4,7,4,9,8,3,4,2,3,1,9
E01008132,Sheffield 023D,664,4,2,2,3,4,6,6,8,10,9,5,4,8,9,4,8,4,7,6,5,7,4,4,3,4,6,6,6,1,4,3,6,5,10,5,5,10,6,1,6,8,5,9,14,11,7,17,16,6,14,13,7,9,7,16,13,14,14,21,19,12,13,12,15,9,11,13,5,12,11,19,0,12,3,7,4,2,6,5,5,3,3,3,5,6,3,0,1,1,2,5
E01008133,Sheffield 023E,811,3,5,3,4,4,6,10,5,8,7,4,4,4,6,12,7,14,12,9,5,2,5,7,5,2,7,6,7,6,5,5,7,6,6,3,6,4,5,5,6,4,8,9,8,8,12,20,14,16,9,16,9,11,11,22,10,14,5,8,12,10,8,6,11,10,5,6,16,10,13,20,12,23,12,12,12,16,5,9,15,16,12,17,8,13,9,6,10,2,4,20
E01008151,Sheffield 024A,712,8,11,3,10,7,6,7,3,7,2,8,1,9,4,4,1,4,3,7,9,15,14,13,21,19,26,17,26,19,21,32,17,13,22,13,12,14,20,6,7,11,9,5,13,5,7,7,8,5,9,8,9,10,4,3,7,6,11,10,6,4,5,9,7,11,5,5,8,5,3,5,2,3,8,4,0,0,1,1,2,2,3,2,0,1,0,0,0,1,0,1
E01008153,Sheffield 024B,847,16,11,13,9,10,8,9,10,5,4,4,2,4,5,3,3,5,5,9,4,6,6,5,9,20,34,34,26,27,20,21,24,22,13,23,12,11,9,14,10,8,11,14,10,10,15,12,22,9,11,11,11,11,7,8,8,11,8,6,7,5,8,7,4,6,7,8,7,7,7,9,4,4,5,1,8,2,3,1,3,4,1,4,5,4,5,2,1,3,3,14
E01008154,Sheffield 024C,887,3,6,6,8,9,9,5,13,5,6,2,7,5,6,13,7,6,9,7,7,3,12,6,10,18,24,18,23,14,19,19,16,15,9,24,14,20,14,18,10,9,10,5,5,12,14,9,14,5,12,7,7,9,8,12,12,16,14,6,12,7,8,15,11,9,4,9,12,10,12,7,7,6,7,6,8,3,12,8,15,12,11,6,2,4,4,4,3,5,4,13
E01008155,Sheffield 024D,797,8,10,11,10,6,7,2,1,6,6,3,5,2,2,7,2,4,5,5,6,9,8,19,22,23,21,25,27,26,19,24,21,29,17,22,17,12,19,14,14,12,7,7,3,6,8,10,15,14,6,10,8,8,9,11,6,15,2,11,3,6,9,8,8,4,5,6,8,9,5,7,1,6,8,3,2,2,2,2,3,3,3,3,1,3,3,1,2,1,0,6
E01008156,Sheffield 024E,730,10,7,4,7,5,4,3,2,6,1,6,3,5,8,7,2,3,4,2,5,5,1,7,5,12,13,23,19,18,23,12,11,18,10,19,11,6,5,5,8,10,4,10,9,10,15,7,15,5,14,8,13,9,12,7,15,10,12,9,14,14,11,9,16,10,5,13,7,6,10,9,6,9,7,9,6,6,4,3,4,6,1,7,2,4,1,4,1,2,1,4
E01008160,Sheffield 024F,723,9,13,7,9,12,11,4,8,3,7,4,3,6,3,3,5,9,2,8,5,9,2,3,8,6,12,15,17,14,12,13,12,8,14,17,17,19,15,13,8,9,4,6,7,15,5,6,10,6,8,3,11,16,5,10,7,12,11,7,7,10,9,13,5,5,8,3,8,7,8,10,5,10,5,10,5,5,8,6,8,2,4,4,4,6,7,1,1,7,2,7
E01007997,Sheffield 025A,778,16,7,12,4,3,4,6,10,7,12,9,10,8,11,3,4,7,11,3,4,6,6,4,8,2,16,11,12,6,5,8,8,7,9,8,15,5,8,15,7,9,6,6,7,14,11,11,22,22,12,14,8,10,7,16,9,9,11,10,6,7,12,6,6,7,8,4,4,8,12,7,7,4,15,12,11,12,15,10,14,7,10,5,9,6,3,2,4,2,2,10
E01007998,Sheffield 025B,833,6,9,6,11,4,7,5,9,10,11,5,10,5,7,10,2,11,7,11,12,8,5,4,6,12,9,11,12,5,10,6,6,14,13,13,9,18,9,8,7,4,12,7,11,7,9,12,11,11,7,13,11,6,9,9,8,9,12,11,8,5,11,9,8,3,5,8,10,14,9,14,14,15,15,12,19,8,13,11,12,8,6,10,9,4,12,6,6,3,13,11
E01008152,Sheffield 025C,697,8,7,4,5,7,9,7,9,4,7,7,10,6,9,8,3,7,5,6,6,5,3,5,3,7,5,11,8,8,4,8,8,12,9,11,9,12,12,11,6,7,6,5,12,10,12,13,16,9,13,12,11,7,11,11,13,5,10,12,9,11,5,5,9,9,8,3,5,5,6,7,8,8,8,8,12,8,7,6,5,2,4,13,7,5,4,3,3,3,2,13
E01008158,Sheffield 025D,835,9,9,10,10,10,12,10,8,11,9,11,7,5,6,11,4,12,4,8,8,6,6,6,5,11,11,9,15,11,18,16,15,12,8,10,10,9,16,7,5,6,4,14,16,6,8,10,11,7,12,12,10,11,10,3,13,9,11,9,7,17,8,7,9,9,4,14,13,15,11,14,6,17,12,8,8,13,8,6,9,9,6,1,6,7,7,7,0,1,2,12
E01008065,Sheffield 026A,904,15,19,14,11,13,19,12,13,21,9,17,8,7,3,16,11,10,11,7,9,18,6,12,20,28,22,17,21,18,14,20,15,18,15,19,11,13,17,12,10,9,9,11,11,5,10,7,7,17,16,4,7,6,12,10,13,9,9,3,8,3,2,5,1,9,7,3,4,3,2,5,7,3,5,5,5,10,7,4,4,4,1,7,7,5,3,3,3,4,4,15
E01008068,Sheffield 026B,"1,687",14,14,13,18,10,16,15,30,17,18,12,15,8,9,4,31,11,28,51,131,166,113,137,117,104,56,33,34,34,31,23,15,10,17,15,15,17,12,13,12,8,6,7,5,5,11,11,16,8,5,7,12,8,4,4,5,4,9,6,5,2,5,4,5,4,9,9,5,3,6,2,1,0,1,6,2,2,3,4,4,1,2,2,1,2,1,3,2,1,1,9
E01008072,Sheffield 026C,831,4,8,14,9,14,8,5,12,5,12,20,13,10,12,11,10,9,10,3,11,16,9,15,12,11,27,23,20,11,10,14,12,20,11,13,18,12,8,15,13,9,18,11,7,8,16,11,8,6,11,13,8,6,9,10,3,4,11,6,9,4,5,6,3,9,2,5,4,6,5,5,10,6,6,7,5,2,3,6,5,6,8,6,4,5,3,2,3,4,0,12
E01008157,Sheffield 026D,851,8,7,4,8,10,13,7,8,5,7,7,6,9,7,8,12,10,0,12,3,5,2,7,4,6,20,14,13,19,19,14,13,17,12,10,14,14,14,9,11,9,6,9,6,7,11,12,13,8,9,12,7,13,11,6,13,18,12,8,6,9,12,8,13,11,19,7,11,11,15,9,10,12,14,8,6,6,9,12,11,7,4,5,11,7,4,4,6,2,1,3
E01008161,Sheffield 026E,868,13,9,10,8,3,5,9,6,9,5,7,8,3,5,10,6,4,6,6,6,10,7,8,10,33,25,23,29,20,28,16,13,10,17,15,17,14,19,14,7,14,9,6,9,11,12,17,14,7,15,11,9,12,14,9,13,6,9,9,7,9,13,4,13,7,6,2,8,5,12,11,7,10,8,3,8,3,6,2,10,2,2,5,4,0,4,4,2,1,3,8
E01007883,Sheffield 027A,926,12,10,10,11,16,21,17,20,22,15,27,17,20,19,23,18,20,18,18,12,10,8,9,18,17,14,16,17,14,13,18,21,13,16,15,17,19,18,18,11,9,11,10,13,15,7,6,7,12,6,3,8,6,8,2,17,16,5,10,7,6,7,5,4,5,4,1,5,9,6,2,2,7,3,5,4,2,2,1,0,3,3,0,3,1,0,3,1,2,1,3
E01007902,Sheffield 027B,850,15,10,18,17,12,11,9,11,10,11,7,15,7,9,10,10,9,9,5,7,14,9,9,7,19,18,8,19,8,12,13,13,11,13,10,14,16,24,12,16,14,7,8,12,7,10,7,13,9,3,8,4,5,7,10,5,7,10,4,7,7,7,8,13,11,11,3,6,8,7,6,10,10,8,9,11,7,13,8,8,7,4,5,3,5,2,3,3,2,3,8
E01007905,Sheffield 027C,"1,092",21,14,19,17,19,36,35,29,24,35,27,21,22,23,19,21,23,14,15,17,15,14,16,9,17,21,21,15,20,25,40,41,49,24,34,19,13,17,13,5,12,10,12,10,11,11,13,13,12,12,8,3,4,2,5,6,4,5,1,2,3,3,3,2,2,3,1,2,9,4,1,1,3,2,3,2,2,1,1,3,0,0,0,1,0,1,1,0,1,0,2
