LSOA.code,LSOA.name,Population.all,Littles,Teens,Twenties,Thirties,Fourties,Fifties,Sixties,Seventies,Eighties,Nineties
E01008132,Sheffield 023D,"1,326",118,143,87,116,188,243,234,126,61,10
E01008133,Sheffield 023E,"1,542",107,138,108,102,202,227,187,261,179,31
E01008151,Sheffield 024A,"1,554",138,80,483,332,167,146,129,57,20,2
E01008153,Sheffield 024B,"1,692",170,91,375,368,232,179,118,83,57,19
E01008154,Sheffield 024C,"1,704",152,119,304,302,197,213,178,137,86,16
E01008155,Sheffield 024D,"1,580",126,96,428,344,178,168,117,84,31,8
E01008156,Sheffield 024E,"1,449",107,99,225,216,183,223,201,125,61,9
E01008160,Sheffield 024F,"1,338",153,98,185,241,143,177,144,130,56,11
E01007997,Sheffield 025A,"1,496",163,157,150,175,215,196,150,176,104,10
E01007998,Sheffield 025B,"1,671",157,173,167,206,222,216,162,231,117,20
E01008152,Sheffield 025C,"1,457",151,147,136,189,203,231,146,145,92,17
E01008158,Sheffield 025D,"1,601",194,171,182,188,192,200,207,169,83,15
E01008065,Sheffield 026A,"2,132",344,215,414,317,297,226,104,129,70,16
E01008068,Sheffield 026B,"3,510",284,535,1734,363,218,176,100,53,37,10
E01008072,Sheffield 026C,"1,735",242,229,325,266,198,165,118,101,76,15
E01008157,Sheffield 026D,"1,609",178,125,197,234,164,197,236,182,91,5
E01008161,Sheffield 026E,"1,778",194,127,350,299,238,232,148,129,49,12
E01007883,Sheffield 027A,"1,732",303,354,234,284,214,147,115,51,24,6
E01007902,Sheffield 027B,"1,775",289,179,244,286,214,152,166,166,68,11
E01007905,Sheffield 027C,"2,072",474,335,333,490,231,91,59,37,19,3
E01007906,Sheffield 027D,"2,696",590,469,401,452,330,189,121,91,49,4
E01008064,Sheffield 028A,"1,656",103,120,847,229,104,105,70,45,31,2
E01008066,Sheffield 028B,"1,706",55,63,1230,123,52,49,53,44,26,11
E01008069,Sheffield 028C,"1,620",80,67,994,175,66,93,69,47,24,5
E01008074,Sheffield 028D,"1,473",131,87,606,226,134,95,98,57,36,3
E01007951,Sheffield 029A,"1,693",179,161,360,230,193,188,123,115,104,40
E01007960,Sheffield 029B,"1,671",155,134,496,240,212,130,116,116,66,6
E01007962,Sheffield 029C,"1,374",91,87,543,169,132,97,85,95,54,21
E01008159,Sheffield 029D,"1,527",166,108,371,277,191,153,103,114,36,8
E01007866,Sheffield 030A,"1,702",112,100,914,151,146,96,96,54,29,4
E01007867,Sheffield 030B,"2,052",61,125,1439,115,113,48,60,60,20,11
E01007868,Sheffield 030C,"1,145",88,91,266,155,127,133,122,71,69,23
E01008067,Sheffield 030D,"1,762",40,117,1323,119,32,42,43,14,21,11
E01008073,Sheffield 030E,"1,776",155,111,709,218,183,162,131,67,37,3
E01007907,Sheffield 032A,"1,705",222,280,277,228,260,164,117,111,36,10
E01007908,Sheffield 032B,"1,461",162,117,254,228,189,222,119,115,50,5
E01007909,Sheffield 032C,"2,428",367,231,410,384,332,302,165,144,76,17
E01007911,Sheffield 032D,"1,362",136,142,137,136,193,207,182,157,64,8
E01008014,Sheffield 032E,"1,712",233,197,221,242,232,150,178,130,103,26
E01008016,Sheffield 032F,"1,583",207,213,250,212,212,187,136,105,50,11
E01007952,Sheffield 033A,"1,599",206,179,113,133,263,246,193,148,99,19
E01007953,Sheffield 033B,"1,561",121,101,111,118,197,242,248,233,167,23
E01007954,Sheffield 033C,"1,558",179,214,97,134,257,257,218,152,43,7
E01007961,Sheffield 033D,"1,551",224,177,121,204,239,201,165,132,62,26
E01007859,Sheffield 036A,"1,977",48,711,755,127,98,88,64,64,19,3
E01007860,Sheffield 036B,"1,746",110,130,831,182,146,100,108,63,50,26
E01007863,Sheffield 036C,"1,779",147,278,537,170,187,177,146,87,44,6
E01007864,Sheffield 036D,"2,299",33,124,1854,114,49,38,37,31,15,4
E01008104,Sheffield 036E,"1,628",159,218,628,133,131,141,91,68,47,12
E01007910,Sheffield 037A,"1,788",227,212,221,215,232,250,146,163,80,42
E01007912,Sheffield 037B,"1,478",131,116,167,116,189,238,233,173,99,16
E01007971,Sheffield 037C,"1,510",212,190,167,174,198,188,166,121,72,22
E01007973,Sheffield 037D,"1,526",135,192,173,134,240,235,138,192,72,15
E01007858,Sheffield 038A,"1,537",139,169,177,180,280,231,144,91,73,53
E01007861,Sheffield 038B,"1,567",135,201,131,123,240,290,218,134,81,14
E01007862,Sheffield 038C,"5,352",142,2364,2103,181,132,145,121,109,35,20
E01007865,Sheffield 038D,"1,750",200,208,174,239,271,248,187,160,55,8
E01008011,Sheffield 039A,"1,647",245,281,233,209,200,212,138,92,33,4
E01008012,Sheffield 039B,"2,218",404,261,393,390,248,218,150,102,46,6
E01008013,Sheffield 039C,"1,232",161,153,149,198,205,136,127,61,38,4
E01008015,Sheffield 039D,"1,697",235,189,219,217,260,241,156,115,49,16
E01008017,Sheffield 039E,"1,616",251,176,226,215,200,200,164,135,37,12
E01008018,Sheffield 039F,"1,388",234,151,221,190,165,177,117,88,35,10
E01008105,Sheffield 040A,"2,837",200,704,1159,303,171,155,76,43,20,6
E01008107,Sheffield 040C,"1,738",178,158,633,201,234,123,87,59,44,21
E01008111,Sheffield 040D,"1,666",89,129,856,150,138,120,93,53,24,14
E01033271,Sheffield 040E,"1,822",325,102,604,372,210,90,55,31,30,3
E01033272,Sheffield 040F,"1,376",126,86,528,336,112,81,42,46,12,7
E01007955,Sheffield 041A,"1,338",128,183,72,81,204,228,188,161,79,14
E01007956,Sheffield 041B,"2,092",207,242,119,169,326,341,256,239,167,26
E01007957,Sheffield 041C,"1,640",264,187,94,215,231,211,188,149,82,19
E01007958,Sheffield 041D,"1,409",124,167,64,119,190,232,222,174,102,15
E01007959,Sheffield 041E,"1,436",147,183,75,125,189,252,234,145,78,8
E01008108,Sheffield 042A,"1,969",204,288,790,285,175,104,49,37,33,4
E01008109,Sheffield 042B,"3,048",193,754,1261,291,162,125,96,115,49,2
E01008112,Sheffield 042D,"1,738",303,230,399,359,202,100,62,37,40,6
E01008113,Sheffield 042E,"1,801",235,193,391,408,200,150,107,79,34,4
E01033273,Sheffield 042F,"2,604",109,692,1337,204,93,67,62,21,12,7
E01033274,Sheffield 042G,"2,177",43,623,1200,179,40,51,21,8,9,3
E01008095,Sheffield 043A,"1,760",192,150,646,262,164,128,88,84,35,11
E01008096,Sheffield 043B,"2,179",251,336,417,290,277,272,159,114,58,5
E01008097,Sheffield 043C,"1,437",212,179,264,186,154,150,111,111,54,16
E01008101,Sheffield 043D,"1,879",239,163,342,329,259,211,137,141,51,7
E01007965,Sheffield 044A,"1,867",243,240,196,186,217,233,140,189,198,25
E01007969,Sheffield 044B,"1,498",121,108,216,193,184,220,173,175,73,35
E01007972,Sheffield 044C,"1,390",123,146,147,162,178,211,133,193,90,7
E01007974,Sheffield 044D,"1,400",122,168,203,134,203,302,135,95,31,7
E01007963,Sheffield 045A,"1,447",134,121,183,174,214,227,178,148,55,13
E01007967,Sheffield 045B,"1,808",248,217,269,230,256,207,180,127,57,17
E01007999,Sheffield 045C,"1,299",127,102,152,126,148,236,223,142,36,7
E01008008,Sheffield 045D,"1,669",216,177,255,209,194,183,163,142,113,17
E01008009,Sheffield 045E,"1,628",333,261,284,180,208,183,91,53,31,4
E01008043,Sheffield 046A,"1,650",183,217,155,197,234,252,211,121,71,9
E01008044,Sheffield 046B,"1,634",205,235,115,187,259,200,177,133,100,23
E01008047,Sheffield 046C,"1,529",89,81,738,244,122,115,79,44,15,2
E01008048,Sheffield 046D,"1,675",108,127,701,234,158,132,107,71,33,4
E01008050,Sheffield 046E,"1,613",170,112,560,327,160,132,95,28,27,2
E01007931,Sheffield 047A,"1,570",198,201,76,145,213,244,226,165,86,16
E01007934,Sheffield 047B,"1,481",202,194,118,172,251,209,173,113,43,6
E01007935,Sheffield 047C,"1,482",227,162,317,248,185,173,102,45,18,5
E01007936,Sheffield 047D,"1,685",255,171,354,323,268,169,77,39,22,7
E01007937,Sheffield 047E,"1,483",201,170,115,178,248,211,161,105,77,17
E01007938,Sheffield 047F,"1,542",242,177,96,185,221,219,186,140,63,13
E01008098,Sheffield 048A,"1,515",240,218,209,189,229,189,112,78,45,6
E01008100,Sheffield 048B,"1,368",224,146,248,146,185,174,121,74,40,10
E01008102,Sheffield 048C,"1,363",200,204,182,169,142,136,128,121,59,22
E01008103,Sheffield 048D,"1,227",226,164,194,152,148,154,92,69,22,6
E01007964,Sheffield 049A,"1,514",180,135,192,190,197,228,184,101,95,12
E01007966,Sheffield 049B,"1,503",113,167,233,129,244,277,167,102,53,18
E01007968,Sheffield 049C,"1,435",179,222,177,149,159,198,150,118,54,29
E01007970,Sheffield 049D,"1,610",166,98,198,180,209,260,193,157,135,14
E01008042,Sheffield 050A,"1,699",183,194,334,288,231,163,153,81,60,12
E01008045,Sheffield 050B,"1,434",188,201,201,192,201,178,165,79,22,7
E01008046,Sheffield 050C,"1,661",241,168,305,402,212,155,81,52,40,5
E01008049,Sheffield 050D,"1,693",126,120,366,181,216,165,236,133,100,50
E01008051,Sheffield 050E,"1,705",215,184,329,335,219,179,116,66,45,17
E01008052,Sheffield 050F,"2,040",202,174,406,391,313,255,175,87,31,6
E01007975,Sheffield 051A,"1,644",173,163,214,267,224,196,164,175,60,8
E01007976,Sheffield 051B,"1,461",158,119,181,192,203,216,180,126,69,17
E01007977,Sheffield 051C,"1,575",202,130,211,238,190,204,165,117,92,26
E01007979,Sheffield 051D,"1,858",366,331,345,243,164,159,102,73,63,12
E01008099,Sheffield 051E,"1,606",167,121,314,352,217,181,93,89,53,19
E01008000,Sheffield 052A,"1,451",131,98,229,152,159,174,202,195,87,24
E01008001,Sheffield 052B,"1,538",143,155,188,153,213,218,171,165,112,20
E01008004,Sheffield 052C,"1,615",173,170,187,164,229,223,187,160,97,25
E01008005,Sheffield 052D,"1,538",146,165,191,175,181,211,208,163,78,20
E01008010,Sheffield 052E,"1,444",216,177,218,181,191,172,118,99,65,7
E01007978,Sheffield 053A,"1,589",197,156,270,293,231,235,132,51,20,4
E01007980,Sheffield 053B,"1,552",210,150,183,360,251,203,108,51,23,13
E01007981,Sheffield 053C,"1,604",218,166,238,282,241,217,132,75,31,4
E01007983,Sheffield 053D,"1,504",184,147,209,306,293,180,96,50,35,4
E01007985,Sheffield 053E,"1,517",179,135,172,226,232,220,139,121,75,18
E01007982,Sheffield 054A,"1,921",275,256,325,250,272,191,168,108,69,7
E01008002,Sheffield 054B,"1,542",125,117,144,185,195,228,234,190,114,10
E01008003,Sheffield 054C,"1,387",98,139,176,160,179,202,186,164,72,11
E01008006,Sheffield 054D,"1,485",116,124,178,123,163,251,195,207,115,13
E01007927,Sheffield 055A,"1,679",157,223,57,92,218,268,242,230,164,28
E01007928,Sheffield 055B,"1,761",201,243,102,130,228,260,270,204,100,23
E01007929,Sheffield 055C,"1,789",237,197,149,185,290,227,234,155,82,33
E01007930,Sheffield 055D,"1,423",168,193,91,123,212,233,187,108,90,18
E01007932,Sheffield 055E,"1,386",152,150,102,125,186,230,156,168,85,32
E01007939,Sheffield 055F,"1,586",173,189,80,139,237,249,244,149,106,20
E01008028,Sheffield 056A,"1,552",193,187,188,195,201,265,150,116,51,6
E01008029,Sheffield 056B,"1,487",210,206,209,199,186,173,136,120,32,16
E01008032,Sheffield 056C,"1,339",154,134,200,160,187,180,136,104,73,11
E01008034,Sheffield 056D,"1,702",193,198,233,188,237,326,165,105,49,8
E01007828,Sheffield 059A,"1,761",209,212,214,263,234,275,161,103,69,21
E01007829,Sheffield 059B,"1,485",178,123,246,280,195,184,137,87,48,7
E01007831,Sheffield 059C,"1,459",176,158,193,213,204,208,151,103,44,9
E01007832,Sheffield 059D,"1,525",159,134,213,230,206,227,154,141,53,8
E01007986,Sheffield 059E,"1,370",148,110,265,252,235,158,75,91,33,3
E01008007,Sheffield 060A,"1,812",212,229,223,186,225,274,157,160,119,27
E01008075,Sheffield 060B,"1,539",273,226,274,237,186,155,69,66,42,11
E01008076,Sheffield 060C,"1,397",214,188,218,189,151,140,139,81,66,11
E01008077,Sheffield 060D,"1,557",193,152,224,203,198,205,156,126,89,11
E01008031,Sheffield 061A,"1,402",143,132,186,145,167,246,189,127,50,17
E01008033,Sheffield 061B,"1,235",74,85,117,95,167,242,218,167,67,3
E01008038,Sheffield 061C,"1,425",73,105,128,113,135,221,239,260,125,26
E01008040,Sheffield 061D,"1,680",193,165,214,201,244,281,191,131,51,9
E01007835,Sheffield 062A,"1,453",112,148,153,138,153,203,185,163,155,43
E01007836,Sheffield 062B,"1,570",132,165,181,175,188,244,154,190,126,15
E01007843,Sheffield 062C,"1,696",259,178,198,205,227,196,164,140,89,40
E01007846,Sheffield 062D,"1,468",152,132,201,144,198,213,155,158,97,18
E01008030,Sheffield 063A,"1,375",173,159,216,169,183,194,156,89,32,4
E01008035,Sheffield 063B,"1,135",114,97,114,106,166,201,161,118,52,6
E01008036,Sheffield 063C,"1,359",160,124,200,151,203,254,155,68,38,6
E01008041,Sheffield 063D,"1,394",176,166,153,157,208,296,161,57,12,8
E01007827,Sheffield 064A,"1,484",165,100,138,217,176,237,195,181,62,13
E01007830,Sheffield 064B,"1,479",112,136,131,114,191,244,188,194,126,43
E01007833,Sheffield 064C,"1,549",123,129,116,123,218,216,234,231,131,28
E01007984,Sheffield 064D,"1,451",169,141,146,189,219,217,141,143,68,18
E01008078,Sheffield 064E,"1,405",133,98,121,146,168,198,240,169,118,14
E01008079,Sheffield 064F,"1,293",152,162,79,117,184,196,178,138,68,19
E01008019,Sheffield 065A,"1,896",250,234,231,249,283,243,186,165,39,16
E01008020,Sheffield 065B,"1,368",129,101,171,157,145,211,248,141,53,12
E01008022,Sheffield 065C,"1,467",187,153,222,200,221,205,141,108,26,4
E01008027,Sheffield 065D,"1,574",207,167,197,183,220,183,155,163,80,19
E01008037,Sheffield 065E,"1,334",84,84,121,102,150,184,244,203,135,27
E01008039,Sheffield 065F,"1,186",83,63,122,111,103,189,207,206,89,13
E01007824,Sheffield 066A,"1,327",169,123,93,161,198,197,174,127,63,22
E01007825,Sheffield 066B,"1,494",149,142,106,138,194,235,211,173,117,29
E01007826,Sheffield 066C,"1,427",149,188,103,130,233,266,167,107,64,20
E01007834,Sheffield 066D,"1,601",141,189,109,157,221,235,214,182,126,27
E01007920,Sheffield 068A,"1,646",184,158,114,152,181,246,234,213,136,28
E01007921,Sheffield 068B,"1,615",170,171,97,134,205,223,203,226,157,29
E01007923,Sheffield 068C,"1,875",222,224,85,203,278,275,228,206,133,21
E01007925,Sheffield 068D,"1,727",196,219,125,175,225,262,208,185,115,17
E01007926,Sheffield 068E,"1,688",150,177,114,108,188,294,269,241,113,34
E01007933,Sheffield 068F,"1,576",159,207,117,127,183,284,245,170,75,9
E01007823,Sheffield 069A,"1,705",200,147,206,194,208,238,188,203,104,17
E01007916,Sheffield 069B,"1,634",342,196,243,196,204,182,136,72,49,14
E01007919,Sheffield 069C,"1,748",318,209,268,286,216,193,114,75,48,21
E01008080,Sheffield 069D,"1,509",118,160,210,158,198,216,194,150,84,21
E01008081,Sheffield 070A,"1,522",160,173,222,211,179,252,138,102,78,7
E01008082,Sheffield 070B,"1,581",189,153,226,189,184,207,182,134,88,29
E01008083,Sheffield 070C,"1,591",264,197,216,212,234,157,124,95,66,26
E01008084,Sheffield 070D,"1,702",340,205,274,232,207,180,119,89,44,12
E01007915,Sheffield 071A,"1,414",145,161,80,145,220,209,188,128,128,10
E01007917,Sheffield 071B,"1,541",124,147,132,120,168,228,218,244,134,26
E01007918,Sheffield 071C,"1,688",204,176,119,199,262,232,192,185,106,13
E01007922,Sheffield 071D,"1,353",112,141,107,131,194,210,222,162,57,17
E01007924,Sheffield 071E,"1,629",230,179,137,209,227,215,202,150,68,12
E01008021,Sheffield 072A,"1,461",116,180,162,125,216,282,216,118,39,7
E01008023,Sheffield 072B,"2,111",219,236,309,284,377,333,209,99,40,5
E01008024,Sheffield 072C,"1,786",208,229,201,250,243,245,174,145,82,9
E01008025,Sheffield 072D,"1,990",208,218,227,235,335,279,222,166,87,13
E01032585,Sheffield 072E,"1,384",100,88,115,125,160,225,237,238,88,8
E01033261,Sheffield 073A,"3,072",48,436,2234,247,69,9,15,11,1,2
E01033262,Sheffield 073B,"3,530",77,652,2278,316,111,51,34,5,2,4
E01033263,Sheffield 073C,"1,686",173,142,771,426,84,64,7,15,1,3
E01033264,Sheffield 073D,"2,565",52,122,1708,449,125,72,27,6,2,2
E01033276,Sheffield 073E,"5,156",72,1234,3443,332,45,10,10,7,1,2
E01008114,Sheffield 074A,"3,465",240,767,1620,403,208,122,53,39,9,4
E01008115,Sheffield 074B,"1,828",56,146,1234,131,80,71,51,29,28,2
E01033265,Sheffield 074C,"1,685",36,105,1146,183,118,45,28,9,15,0
E01033266,Sheffield 074D,"2,296",97,173,1600,265,73,45,23,10,8,2
E01033267,Sheffield 074E,"1,547",50,253,994,166,32,25,14,10,2,1
E01007878,Sheffield 075A,"1,720",242,161,327,358,233,149,115,84,46,5
E01007879,Sheffield 075B,"1,592",88,143,477,172,179,184,134,106,85,24
E01007881,Sheffield 075C,"1,620",197,149,265,265,228,204,141,116,53,2
E01007882,Sheffield 075D,"1,702",132,177,418,297,182,168,153,114,47,14
E01007885,Sheffield 075E,"1,820",339,185,318,295,281,192,116,64,26,4
E01007886,Sheffield 075F,"1,656",329,222,249,213,187,188,123,103,39,3
E01033268,Sheffield 075G,"3,471",470,387,1363,518,236,182,155,116,38,6
E01007838,Sheffield 076A,"1,524",193,130,206,173,202,258,162,140,51,9
E01007839,Sheffield 076B,"1,595",151,174,243,163,278,268,136,128,48,6
E01007841,Sheffield 076C,"1,511",125,163,189,140,259,247,152,143,60,33
E01007842,Sheffield 076D,"1,524",138,190,193,165,210,255,144,147,57,25
E01033278,Sheffield 076E,"2,671",340,323,324,369,348,332,278,223,98,36
E01033279,Sheffield 076F,"2,221",264,258,256,286,297,281,247,165,101,66
